,medicine,f1-score,precision,recall,TP,FP,TN,FN
91,白芍,0.9768160741885625,0.9844236760124611,0.9693251533742331,316,5,306,10
92,阿膠,0.975609756097561,0.9876543209876543,0.963855421686747,80,1,553,3
93,西洋參,0.33333333333333337,1.0,0.2,1,0,632,4
94,龜板,0.07142857142857142,1.0,0.037037037037037035,1,0,610,26
95,鱉甲,0.0,0.0,0.0,0,0,601,36
96,山茱萸,0.15384615384615385,1.0,0.08333333333333333,1,0,625,11
97,覆盆子,0.0,0.0,0.0,0,0,630,7
98,五味子,0.0,0.0,0.0,0,0,614,23
99,烏梅,0.3636363636363636,1.0,0.2222222222222222,2,0,628,7
100,五倍子,0.8571428571428572,0.8181818181818182,0.9,9,2,625,1
101,炙甘草,0.9655172413793104,0.9758713136729222,0.9553805774278216,364,9,247,17
102,overall,0.8916817217814783,0.9897122929380994,0.8113207547169812,5676,59,57919,1320
