,medicine,f1-score,precision,recall,TP,FP,TN,FN
61,鬱金,0.9836065573770493,0.9782608695652174,0.989010989010989,90,2,544,1
62,紅花,1.0,1.0,1.0,6,0,631,0
63,桃仁,0.9577464788732395,1.0,0.918918918918919,34,0,600,3
64,牛膝,0.9787234042553191,1.0,0.9583333333333334,23,0,613,1
65,半夏,0.962457337883959,1.0,0.9276315789473685,141,0,485,11
66,白附子,0.9361702127659574,0.9166666666666666,0.9565217391304348,22,2,612,1
67,桔梗,0.9473684210526316,1.0,0.9,27,0,607,3
68,旋覆花,0.9902912621359222,0.9807692307692307,1.0,51,1,585,0
69,瓜蔞,1.0,1.0,1.0,11,0,626,0
70,海藻,0.975609756097561,0.9523809523809523,1.0,20,1,616,0
71,杏仁,0.955223880597015,0.9696969696969697,0.9411764705882353,64,2,567,4
72,紫菀,0.9473684210526316,1.0,0.9,9,0,627,1
73,龍骨,0.975609756097561,0.975609756097561,0.975609756097561,40,1,595,1
74,牡蠣,0.9765258215962441,1.0,0.9541284403669725,104,0,528,5
75,酸棗仁,1.0,1.0,1.0,24,0,613,0
76,遠志,1.0,1.0,1.0,32,0,605,0
77,小麥,0.7777777777777778,1.0,0.6363636363636364,7,0,626,4
78,代赭石,0.9763779527559054,0.9538461538461539,1.0,62,3,572,0
79,黃耆,0.9599999999999999,0.972972972972973,0.9473684210526315,36,1,598,2
80,白朮,0.96045197740113,0.9659090909090909,0.9550561797752809,170,6,453,8
81,大棗,0.9523809523809523,0.9868421052631579,0.9202453987730062,150,2,472,13
82,甘草,0.9688385269121814,0.991304347826087,0.9473684210526315,342,3,273,19
83,巴戟天,1.0,1.0,1.0,23,0,614,0
84,補骨脂,0.9935483870967742,1.0,0.9871794871794872,154,0,481,2
85,益智仁,1.0,1.0,1.0,6,0,631,0
86,陽起石,0.9873417721518987,1.0,0.975,39,0,597,1
87,續斷,1.0,1.0,1.0,11,0,626,0
88,杜仲,0.9655172413793104,1.0,0.9333333333333333,14,0,622,1
89,何首烏,1.0,1.0,1.0,17,0,620,0
90,當歸,0.9904761904761905,0.9952153110047847,0.985781990521327,208,1,425,3
91,白芍,0.9765258215962441,0.9968051118210862,0.9570552147239264,312,1,310,14
92,阿膠,0.9818181818181818,0.9878048780487805,0.9759036144578314,81,1,553,2
93,西洋參,1.0,1.0,1.0,5,0,632,0
94,龜板,0.9811320754716981,1.0,0.9629629629629629,26,0,610,1
95,鱉甲,1.0,1.0,1.0,36,0,601,0
96,山茱萸,1.0,1.0,1.0,12,0,625,0
97,覆盆子,1.0,1.0,1.0,7,0,630,0
98,五味子,0.9777777777777777,1.0,0.9565217391304348,22,0,614,1
99,烏梅,0.9411764705882353,1.0,0.8888888888888888,8,0,628,1
100,五倍子,1.0,1.0,1.0,10,0,627,0
101,炙甘草,0.9689608636977058,0.9972222222222222,0.9422572178477691,359,1,255,22
102,overall,0.9729060451565913,0.9918324918324918,0.9546883933676387,6679,55,57923,317
