,medicine,f1-score,precision,recall,TP,FP,TN,FN
51,青皮,0.8799999999999999,0.8461538461538461,0.9166666666666666,11,2,623,1
52,薤白,1.0,1.0,1.0,13,0,624,0
53,麥芽,0.9634146341463414,0.9753086419753086,0.9518072289156626,79,2,552,4
54,側柏葉,1.0,1.0,1.0,31,0,606,0
55,槐花,1.0,1.0,1.0,12,0,625,0
56,三七,1.0,1.0,1.0,8,0,629,0
57,茜草,0.9949238578680203,1.0,0.98989898989899,98,0,538,1
58,川芎,0.9653179190751445,0.9653179190751445,0.9653179190751445,167,6,458,6
59,乳香,1.0,1.0,1.0,9,0,628,0
60,延胡索,0.9411764705882353,0.8888888888888888,1.0,8,1,628,0
61,鬱金,0.9836065573770493,0.9782608695652174,0.989010989010989,90,2,544,1
62,紅花,1.0,1.0,1.0,6,0,631,0
63,桃仁,0.9135802469135803,0.8409090909090909,1.0,37,7,593,0
64,牛膝,0.6075949367088608,0.43636363636363634,1.0,24,31,582,0
65,半夏,0.9570957095709571,0.9602649006622517,0.9539473684210527,145,6,479,7
66,白附子,0.9361702127659574,0.9166666666666666,0.9565217391304348,22,2,612,1
67,桔梗,0.923076923076923,0.8571428571428571,1.0,30,5,602,0
68,旋覆花,0.9902912621359222,0.9807692307692307,1.0,51,1,585,0
69,瓜蔞,1.0,1.0,1.0,11,0,626,0
70,海藻,0.9523809523809523,0.9090909090909091,1.0,20,2,615,0
71,杏仁,0.9489051094890512,0.9420289855072463,0.9558823529411765,65,4,565,3
72,紫菀,0.9090909090909091,0.8333333333333334,1.0,10,2,625,0
73,龍骨,0.975609756097561,0.975609756097561,0.975609756097561,40,1,595,1
74,牡蠣,0.9767441860465116,0.9905660377358491,0.963302752293578,105,1,527,4
75,酸棗仁,1.0,1.0,1.0,24,0,613,0
76,遠志,1.0,1.0,1.0,32,0,605,0
77,小麥,0.4230769230769231,0.2682926829268293,1.0,11,30,596,0
78,代赭石,0.9763779527559054,0.9538461538461539,1.0,62,3,572,0
79,黃耆,0.925,0.8809523809523809,0.9736842105263158,37,5,594,1
80,白朮,0.957983193277311,0.9553072625698324,0.9606741573033708,171,8,451,7
81,大棗,0.9147727272727273,0.8518518518518519,0.9877300613496932,161,28,446,2
82,甘草,0.9689265536723164,0.9884726224783862,0.9501385041551247,343,4,272,18
83,巴戟天,1.0,1.0,1.0,23,0,614,0
84,補骨脂,0.990353697749196,0.9935483870967742,0.9871794871794872,154,1,480,2
85,益智仁,1.0,1.0,1.0,6,0,631,0
86,陽起石,0.9629629629629629,0.9512195121951219,0.975,39,2,595,1
87,續斷,1.0,1.0,1.0,11,0,626,0
88,杜仲,0.9655172413793104,1.0,0.9333333333333333,14,0,622,1
89,何首烏,1.0,1.0,1.0,17,0,620,0
90,當歸,0.9904306220095694,1.0,0.981042654028436,207,0,426,4
91,白芍,0.9737248840803708,0.9813084112149533,0.9662576687116564,315,6,305,11
92,阿膠,0.9704142011834319,0.9534883720930233,0.9879518072289156,82,4,550,1
93,西洋參,1.0,1.0,1.0,5,0,632,0
94,龜板,0.9,0.8181818181818182,1.0,27,6,604,0
95,鱉甲,1.0,1.0,1.0,36,0,601,0
96,山茱萸,1.0,1.0,1.0,12,0,625,0
97,覆盆子,1.0,1.0,1.0,7,0,630,0
98,五味子,0.9787234042553191,0.9583333333333334,1.0,23,1,613,0
99,烏梅,0.9,0.8181818181818182,1.0,9,2,626,0
100,五倍子,1.0,1.0,1.0,10,0,627,0
101,炙甘草,0.9691275167785235,0.9917582417582418,0.94750656167979,361,3,253,20
102,overall,0.9363254629310939,0.9030673217368211,0.9721269296740995,6801,730,57248,195
