,medicine,f1-score,precision,recall,TP,FP,TN,FN
37,澤瀉,0.9732142857142857,0.9819819819819819,0.9646017699115044,218,4,407,8
38,車前子,1.0,1.0,1.0,5,0,632,0
39,滑石,0.5526315789473685,0.3888888888888889,0.9545454545454546,21,33,582,1
40,木通,0.8260869565217391,0.9743589743589743,0.7169811320754716,38,1,583,15
41,通草,1.0,1.0,1.0,3,0,634,0
42,赤小豆,0.9,1.0,0.8181818181818182,9,0,626,2
43,燈心草,0.27906976744186046,0.16216216216216217,1.0,6,31,600,0
44,乾薑,0.9465648854961832,0.992,0.9051094890510949,124,1,499,13
45,附子,0.9580152671755725,0.98046875,0.9365671641791045,251,5,364,17
46,吳茱萸,0.9203539823008848,1.0,0.8524590163934426,52,0,576,9
47,枳實,0.9005847953216375,1.0,0.8191489361702128,77,0,543,17
48,烏藥,0.17391304347826084,1.0,0.09523809523809523,8,0,553,76
49,厚朴,0.819047619047619,0.7413793103448276,0.9148936170212766,86,30,513,8
50,大腹皮,0.19512195121951217,0.11428571428571428,0.6666666666666666,4,31,600,2
51,青皮,0.14285714285714285,0.5,0.08333333333333333,1,1,624,11
52,薤白,0.0,0.0,0.0,0,2,622,13
53,麥芽,0.8888888888888888,0.9714285714285714,0.8192771084337349,68,2,552,15
54,側柏葉,0.12121212121212122,1.0,0.06451612903225806,2,0,606,29
55,槐花,0.03697996918335902,0.018838304552590265,1.0,12,625,0,0
56,三七,0.4,1.0,0.25,2,0,629,6
57,茜草,0.9354838709677419,1.0,0.8787878787878788,87,0,538,12
58,川芎,0.962536023054755,0.9597701149425287,0.9653179190751445,167,7,457,6
59,乳香,1.0,1.0,1.0,9,0,628,0
60,延胡索,0.888888888888889,0.8,1.0,8,2,627,0
61,鬱金,0.937142857142857,0.9761904761904762,0.9010989010989011,82,2,544,9
62,紅花,1.0,1.0,1.0,6,0,631,0
63,桃仁,0.9135802469135803,0.8409090909090909,1.0,37,7,593,0
64,牛膝,0.7058823529411765,0.6666666666666666,0.75,18,9,604,6
65,半夏,0.9292929292929293,0.9517241379310345,0.9078947368421053,138,7,478,14
66,白附子,0.6111111111111112,0.8461538461538461,0.4782608695652174,11,2,612,12
67,桔梗,0.8135593220338982,0.8275862068965517,0.8,24,5,602,6
68,旋覆花,0.17857142857142855,1.0,0.09803921568627451,5,0,586,46
69,瓜蔞,0.625,1.0,0.45454545454545453,5,0,626,6
70,海藻,0.24999999999999997,0.75,0.15,3,1,616,17
71,杏仁,0.5208333333333335,0.8928571428571429,0.36764705882352944,25,3,566,43
72,紫菀,0.625,0.8333333333333334,0.5,5,1,626,5
73,龍骨,0.17777777777777776,1.0,0.0975609756097561,4,0,596,37
74,牡蠣,0.8152173913043478,1.0,0.6880733944954128,75,0,528,34
75,酸棗仁,0.15384615384615385,1.0,0.08333333333333333,2,0,613,22
76,遠志,0.43902439024390244,1.0,0.28125,9,0,605,23
77,小麥,0.16666666666666669,1.0,0.09090909090909091,1,0,626,10
78,代赭石,0.9152542372881356,0.9642857142857143,0.8709677419354839,54,2,573,8
79,黃耆,0.4081632653061224,0.9090909090909091,0.2631578947368421,10,1,598,28
80,白朮,0.9283667621776504,0.9473684210526315,0.9101123595505618,162,9,450,16
81,大棗,0.20879120879120877,1.0,0.1165644171779141,19,0,474,144
82,甘草,0.9657142857142857,0.9970501474926253,0.9362880886426593,338,1,275,23
83,巴戟天,0.4666666666666667,1.0,0.30434782608695654,7,0,614,16
84,補骨脂,0.9870129870129869,1.0,0.9743589743589743,152,0,481,4
85,益智仁,1.0,1.0,1.0,6,0,631,0
86,陽起石,0.8571428571428571,1.0,0.75,30,0,597,10
87,續斷,0.7777777777777778,1.0,0.6363636363636364,7,0,626,4
88,杜仲,0.125,1.0,0.06666666666666667,1,0,622,14
89,何首烏,0.7857142857142858,1.0,0.6470588235294118,11,0,620,6
90,當歸,0.923469387755102,1.0,0.8578199052132701,181,0,426,30
91,白芍,0.965625,0.9840764331210191,0.9478527607361963,309,5,306,17
92,阿膠,0.9447852760736196,0.9625,0.927710843373494,77,3,551,6
93,西洋參,0.5714285714285715,1.0,0.4,2,0,632,3
94,龜板,0.2857142857142857,0.625,0.18518518518518517,5,3,607,22
95,鱉甲,0.32558139534883723,1.0,0.19444444444444445,7,0,601,29
96,山茱萸,0.2857142857142857,1.0,0.16666666666666666,2,0,625,10
97,覆盆子,0.0,0.0,0.0,0,2,628,7
98,五味子,0.0,0.0,0.0,0,0,614,23
99,烏梅,0.027863777089783284,0.0141287284144427,1.0,9,628,0,0
100,五倍子,0.03091190108191653,0.015698587127158554,1.0,10,627,0,0
101,炙甘草,0.9661705006765899,0.9972067039106145,0.937007874015748,357,1,255,24
102,overall,0.7632311977715878,0.6979030920507049,0.8420526014865638,5891,2550,55428,1105
