,medicine,f1-score,precision,recall,TP,FP,TN,FN
63,桃仁,0.9315068493150684,0.9444444444444444,0.918918918918919,34,2,598,3
64,牛膝,0.3448275862068966,1.0,0.20833333333333334,5,0,613,19
65,半夏,0.963210702341137,0.9795918367346939,0.9473684210526315,144,3,482,8
66,白附子,0.7027027027027025,0.9285714285714286,0.5652173913043478,13,1,613,10
67,桔梗,0.9206349206349207,0.8787878787878788,0.9666666666666667,29,4,603,1
68,旋覆花,0.8275862068965517,1.0,0.7058823529411765,36,0,586,15
69,瓜蔞,0.42857142857142855,1.0,0.2727272727272727,3,0,626,8
70,海藻,0.9523809523809523,0.9090909090909091,1.0,20,2,615,0
71,杏仁,0.8070175438596492,1.0,0.6764705882352942,46,0,569,22
72,紫菀,0.4615384615384615,1.0,0.3,3,0,627,7
73,龍骨,0.09302325581395349,1.0,0.04878048780487805,2,0,596,39
74,牡蠣,0.957345971563981,0.9901960784313726,0.926605504587156,101,1,527,8
75,酸棗仁,0.2222222222222222,1.0,0.125,3,0,613,21
76,遠志,0.8571428571428571,1.0,0.75,24,0,605,8
77,小麥,0.16666666666666669,1.0,0.09090909090909091,1,0,626,10
78,代赭石,0.9243697478991597,0.9649122807017544,0.8870967741935484,55,2,573,7
79,黃耆,0.23255813953488372,1.0,0.13157894736842105,5,0,599,33
80,白朮,0.9313432835820895,0.9936305732484076,0.8764044943820225,156,1,458,22
81,大棗,0.9490445859872613,0.9867549668874173,0.9141104294478528,149,2,472,14
82,甘草,0.9658119658119657,0.9941348973607038,0.9390581717451524,339,2,274,22
83,巴戟天,0.23076923076923078,1.0,0.13043478260869565,3,0,614,20
84,補骨脂,0.9935483870967742,1.0,0.9871794871794872,154,0,481,2
85,益智仁,1.0,1.0,1.0,6,0,631,0
86,陽起石,0.9873417721518987,1.0,0.975,39,0,597,1
87,續斷,0.9523809523809523,1.0,0.9090909090909091,10,0,626,1
88,杜仲,0.5714285714285715,1.0,0.4,6,0,622,9
89,何首烏,0.0,0.0,0.0,0,0,620,17
90,當歸,0.988009592326139,1.0,0.976303317535545,206,0,426,5
91,白芍,0.9765258215962441,0.9968051118210862,0.9570552147239264,312,1,310,14
92,阿膠,0.9693251533742331,0.9875,0.9518072289156626,79,1,553,4
93,西洋參,0.0,0.0,0.0,0,0,632,5
94,龜板,0.5405405405405406,1.0,0.37037037037037035,10,0,610,17
95,鱉甲,0.5,1.0,0.3333333333333333,12,0,601,24
96,山茱萸,0.0,0.0,0.0,0,0,625,12
97,覆盆子,0.25,1.0,0.14285714285714285,1,0,630,6
98,五味子,0.8571428571428571,0.9473684210526315,0.782608695652174,18,1,613,5
99,烏梅,0.0,0.0,0.0,0,0,628,9
100,五倍子,0.0,0.0,0.0,0,0,627,10
101,炙甘草,0.9691275167785235,0.9917582417582418,0.94750656167979,361,3,253,20
102,overall,0.916193399846508,0.989227709645343,0.8532018296169239,5969,65,57913,1027
